task_id,name,flag,activity,phases,substrates,module_count
TSK_CAULK_BACKER_ROD,Backer Rod Installation,NO_QT,,apply,ext_caulk_joint,1
TSK_CAULK_BACKER_ROD,Backer Rod Installation,ACTIVITY_UNMATCHED,,apply,ext_caulk_joint,1
TSK_CAULK_BACKER_ROD,Backer Rod Installation,"PHASE_DOCTRINE_HINT(name->prep, derived->apply)",,apply,ext_caulk_joint,1
TSK_CAULK_INSPECT,Joint Inspection — Visual Continuity,NO_QT,,apply,ext_caulk_joint,1
TSK_CAULK_INSPECT,Joint Inspection — Visual Continuity,ACTIVITY_UNMATCHED,,apply,ext_caulk_joint,1
TSK_CAULK_INSPECT,Joint Inspection — Visual Continuity,"PHASE_DOCTRINE_HINT(name->prep, derived->apply)",,apply,ext_caulk_joint,1
TSK_CAULK_JOINTS_LF,Caulk Joints (LF),MULTI_SUBSTRATE,Caulk Joints,prep,baseboard;chair_rail;crown;door_casing;door_frame;panel_mold;picture_rail;shadow_box;shoe_mold;window_apron;window_casing;window_jamb;window_stool,13
TSK_CAULK_JOINT_CLEAN,Joint Preparation — Dust/Debris Removal,NO_QT,,apply,ext_caulk_joint,1
TSK_CAULK_JOINT_CLEAN,Joint Preparation — Dust/Debris Removal,ACTIVITY_UNMATCHED,,apply,ext_caulk_joint,1
TSK_CAULK_JOINT_CLEAN,Joint Preparation — Dust/Debris Removal,"PHASE_DOCTRINE_HINT(name->prep, derived->apply)",,apply,ext_caulk_joint,1
TSK_CAULK_MASK_ADJACENT,Adjacent Surface Tape Masking,NO_QT,,apply,ext_caulk_joint,1
TSK_CAULK_MASK_ADJACENT,Adjacent Surface Tape Masking,ACTIVITY_UNMATCHED,,apply,ext_caulk_joint,1
TSK_CAULK_MASK_ADJACENT,Adjacent Surface Tape Masking,"PHASE_DOCTRINE_HINT(name->prep, derived->apply)",,apply,ext_caulk_joint,1
TSK_CAULK_PROTECT_GROUND,Ground Protection,NO_QT,,apply,ext_caulk_joint,1
TSK_CAULK_PROTECT_GROUND,Ground Protection,ACTIVITY_UNMATCHED,,apply,ext_caulk_joint,1
TSK_CAULK_PROTECT_GROUND,Ground Protection,"PHASE_DOCTRINE_HINT(name->prep, derived->apply)",,apply,ext_caulk_joint,1
